Region,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
IDA hybrid,IDA混合,IDB,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944098778,0.937162723,0.857712077,0.85312646,0.787857289,1.120796029,1.076351484,1.072812719,1.057736918,1.035463439,1.030579588,1.055707211,1.027626282,0.99320161,0.966926358,0.962666637,1.072342553,0.912423926,0.889547815,0.864416089,0.85580431,0.820566787,0.7978832,0.775116375,0.743234675,0.745007735,0.727277935,0.717903557
Indonesia,印度尼西亚,IDN,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387896207,0.365825883,0.3580268,0.333526824,0.335281555,0.536440934,0.550537805,0.534749639,0.531334714,0.51318684,0.499142307,0.497119676,0.498013972,0.498534554,0.572532404,0.573988674,0.562887939,0.535042813,0.524007182,0.5162155,0.504807274,0.575141585,0.56086732,0.556533083,0.548679658,0.540836646,0.535013688,0.520359184
Only the IDA,只有IDA,IDX,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992019201,0.918164979,0.854548166,0.845938627,0.763074802,1.301933513,1.316847616,1.282554057,1.240064002,1.275900424,1.271980317,1.035033727,1.062268205,1.032088203,0.948442364,0.932729979,0,0.892385407,0.886661534,0.918240611,0.943583366,0.919348917,0.851640428,0.821016347,0.785540135,0.765722517,0.726447321,0.676210471
The isle of man,马恩岛,IMN,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,印度,IND,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396622444,0.390739021,0.381734163,0.372698427,0.363531281,0.602096666,0.609979293,0.600045336,0.595932587,0.58292543,0.598215808,0.578132657,0.571594085,0.563140976,0.594661112,0.674778111,0.570648335,0.565150804,0.563915997,0.570893327,0.568388702,0.572259073,0.588781412,0.582125811,0.571560596,0.571807625,0.599024969,0.599855156
Unclassified country,未分类国家,INX,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,爱尔兰,IRL,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907828203,0.890093939,0.897630738,0.875998385,1.118349684,0.834619229,0.796971258,0.772967324,0.664540522,0.636091148,0.615422488,0.550852615,0.538165409,0.521190399,0.488993251,0.463100392,0.446014614,0.43000599,0.425978195,0.452865021,0.459732125,0.395201104,0.416835147,0.413682219,0.40231966,0.39985043,0.393530531,0.385940447
Iran,伊朗伊斯兰共和国,IRN,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.095579245,3.21983206,3.580028,3.508453446,3.439078035,4.870383333,5.375585895,5.188866677,4.699494816,4.306940803,3.940145578,2.757865402,2.660259369,2.62566144,1.98796529,2.419066712,2.417046649,2.32675097,2.397789638,2.329464478,2.328309602,2.316229222,2.305542537,2.296479407,2.289571781,2.20182318,2.100966635,2.082451004
Iraq,伊拉克,IRQ,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.85184581,11.53063191,9.581046947,9.218994844,9.266799891,8.56200559,8.739965711,8.634918605,9.023106499,8.719503582,8.426820017,7.958764398,7.129070501,6.909518101,2.7814579,3.436858475,7.35231647,5.288344809,8.279460638,9.260343745,10.96946022,10.51594993,10.04264117,2.124303068,2.374835651,2.276339563,2.221988329,2.13916354
Iceland,冰岛,ISL,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064473285,0.065057153,0.078084839,0.075531553,0.060968175,0.059088734,0.058262496,0.058421794,0.058097988,0,0,0.071535875,0.069396623,0.068432218,0.069260933,0.06890155,0.095798695,0.095127365,0.103518061,0.10065324,0.123132086,0.120057243,0
Israel,以色列,ISR,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0547082,9.384319494,8.515851717,8.056973934,7.875198955,7.314315565,7.300773737,7.152315683,7.012258768,6.726409521,6.518984873,6.048653037,5.924564046,5.969247121,5.844888612,5.703767079,5.834261559,5.672021055,5.560805758,5.409838901,5.280075761,5.208208396,5.065342924,4.966288457,4.84662978,4.758933576,4.663924431,4.422339373
Italy,意大利,ITA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.061354265,1.963390773,2.018597065,1.939735354,1.895176567,2.557919384,2.528649723,2.524392392,2.3924167,2.236570162,2.155979803,2.057637382,1.986822278,1.891561757,1.812910415,1.825196763,1.802061485,1.787361827,1.764462114,1.334646348,1.470930301,1.505192782,1.441429449,1.43539814,1.404679644,1.408006457,1.394751217,1.348604249
Jamaica,牙买加,JAM,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277374557,0.27233956,0.267378249,0.262685522,0.258142014,0.29942425,0.297906822,0.294472322,0.294341434,0.25373972,0.2500075,0.247923435,0.24597281,0.244190703,0.16107495,0.239289024,0.236541386,0.233944214,0.231365799,0.215756474,0.213231505,0.210992013,0.208843758,0.203936772,0.244906304,0.241850683,0.270215728,0.269400543
Jordan,约旦,JOR,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84833441,11.72620255,10.90417412,10.01195427,9.267230794,11.15947462,10.79412739,10.95505526,10.71942924,10.50891375,11.45482422,8.299961513,8.182710571,8.11446909,7.829003183,7.623469297,7.359854447,6.799404103,6.512857613,6.032884407,5.814176805,5.583320575,5.627483949,5.462834516,5.187910148,4.952596576,4.761459142,4.627075652
Japan,日本,JPN,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391380321,0.384507119,0.367477004,0.365675951,0.350413753,0.376277931,0.367360663,0.364234352,0.374179366,0.375359786,0.367611839,0.372923373,0.375299583,0.37590209,0.376169402,0.407594981,0.377233887,0.360422242,0.360657409,0.38912769,0.390600137,0.393812812,0.395798816,0.393815138,0.392585169,0.391473532,0.390212258,0.387787119
Kazakhstan,哈萨克斯坦,KAZ,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185794108,0.224120467,0.936913879,0.946029343,0.893937868,1.164257049,1.309804902,1.286865596,1.283448325,1.225045213,1.292189404,1.268358691,1.270503697,1.002230768,0.984650035,0.966569926,0.93934591,0.923391856,0.80059578,0.79285535,0.785725518,0.777830957,0.773070225,0.767633689,0.769697508
Kenya,肯尼亚,KEN,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228616734,0.219901746,0.253510942,0.243499551,0.214574505,0.274139381,0.26482424,0.256261513,0.248271558,0.240380638,0.219588169,0.23395115,0.230363401,0.224542824,0.220716714,0.218162297,0,0.203962112,0.197202512,0.191513266,0.185284504,0.179097919,0.173124601,0.167353622,0.161804425,0.15651123,0.151393255,0.145986482
Kyrgyzstan,吉尔吉斯斯坦,KGZ,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678943089,0.671400788,0.717074029,0.379984996,0.639123634,0.742796703,0.725646387,0.608787903,0.683314819,0.670334032,0.744161491,0.731141044,0.766213759,0.778734997,0.881780155,0.876347018,0.873314866,0.846173533,0.833542741,0.819493665,0.817048109,0.823608828,0.81350936,0.801046072,0.799884566,0.810326492
Cambodia,柬埔寨,KHM,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.797000217,2.715016587,3.189996172,2.351240256,1.57125413,6.706209755,6.48698471,7.292950013,6.940249095,6.620992271,6.450997862,3.359083058,3.029677585,2.969845856,2.932610893,2.805018604,2.696015881,2.595155944,2.501157604,2.422947299,2.34770506,2.319100184,2.290521456,2.26384826,2.241214947,2.22332969,2.183086931,2.143838546
Kiribati,基里巴斯,KIR,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint kitts and nevis,圣基茨和尼维斯,KNA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,大韩民国,KOR,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38851345,3.807518082,3.733207287,3.685202893,3.587620871,2.99553959,3.064227071,3.028779042,3.071179034,3.029872799,3.013636673,2.965565152,2.921075089,2.918113838,2.885903085,2.854248716,2.822085379,2.793359909,2.776350819,2.64588049,2.6109551,2.569358058,2.531218619,2.499657458,2.33146838,2.309542209,2.282812943,2.255599963
Kuwait,科威特,KWT,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782208555,1.125158085,0,0,0,2.78589255,2.638341701,2.437463453,2.264555907,2.102951383,1.988443519,1.947123718,2.04955851,2.017704674,1.86520766,1.962191136,1.863783367,1.751266813,1.630656339,1.476431322,1.364260598,1.275102163,1.190950463,1.113320236,1.048600791,0.997226739,0.976262565,1.058387424
Latin America and the Caribbean (excluding high income),拉丁美洲与加勒比海地区（不包括高收入）,LAC,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89863757,0.861111578,0.764706925,0.7421058,0.696817574,1.036699805,1.034788036,0.993498956,0.955602868,0.922161747,0.91465711,0.900800088,0.882248308,0.876607677,0.845093292,0.826102083,0.937537749,0.932209924,0.909662156,0.907218342,0.883352794,0.874196028,0.859716107,0.853541543,0.89179323,0.885927624,0.877867078,0.888628212
Lao PDR,老挝,LAO,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.852902777,2.680146285,1.824507975,1.779631587,2.113628678,6.282639919,6.162307996,5.686612128,5.574588512,5.460004305,5.347411952,5.226877242,5.113916349,5.003230203,4.885802879,4.768181371,4.639438319,4.512507516,4.389249537,4.274988733,4.163718307,4.058958335,3.957882732,3.862392326,3.773675355,3.692105301,3.614171134,3.539096592
Lebanon,黎巴嫩,LBN,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.680047268,4.405820088,4.229649385,3.959777225,5.054809297,6.056018168,6.349469527,6.764407453,6.167740814,7.129593807,6.506495878,6.890762721,6.512416598,6.159395902,5.858691127,5.621061124,4.881824518,4.789739873,4.762805995,4.878451921,4.716719548,4.519365481,4.241689338,3.977313404,3.760854767,3.597792035,3.472267434,3.389767309
Liberia,利比里亚,LBR,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.254410035,0.793662132,0.318939081,0,0,3.190490515,3.160079577,2.973519458,1.753979341,0.619783731,1.663424836,1.605801439,1.568510992,1.524328279,0,1.454304304,0.187543721,0.180426275,0.173065923,0.169435357,0.163139704,0.158702879,0.153989222,0.149665625,0.145225996,0.140860555,0.136664662,0.129505161
Libya,利比亚,LBY,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.236754635,7.00241339,6.644014486,6.368276692,5.760401846,5.555452038,4.372207711,4.23233517,4.100359267,3.97117232,4.490973144,4.341721274,4.193996171,4.06758681,3.912703467,3.803999906,3.709823466,3.624883682,3.545637723,3.472804514,0,0,0.307441219,0.301114381,0,0,0,0
St. Lucia,圣卢西亚,LCA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America and the Caribbean,拉丁美洲与加勒比海地区,LCN,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935325501,0.895234247,0.80166656,0.778256508,0.739103278,1.078643234,1.07107001,1.031504567,0.993302722,0.959224257,0.947296044,0.933361293,0.911327392,0.903197102,0.87274958,0.853205253,0.949281843,0.946984933,0.923863761,0.920658659,0.896895158,0.887008905,0.873071809,0.866572134,0.903452494,0.900503478,0.896208786,0.905615343
Least developed countries: United Nations classification,最不发达国家：联合国分类,LDC,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866920266,0.815002509,0.751220399,0.747233784,0.698947239,1.184368816,1.193028882,1.220048569,1.182285611,1.227479625,1.199095107,0.960020195,0.981283792,0.958383212,0.883873541,0.868732116,0,0.82999187,0.827458733,0.863669335,0.880371845,0.922657689,0.851397797,0.819422373,0.763505801,0.743924352,0.694215074,0.658839469
Low-income country,低收入国家,LIC,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.922761379,1.775497247,1.644640796,1.548635406,1.443714637,2.012354906,1.984076515,1.945441862,1.874700062,1.926328637,1.91216268,1.638627982,1.608273183,1.541485573,1.481607093,1.445989145,0,1.370874995,1.359363383,1.437375159,1.434331049,1.338287415,1.237967787,1.190785392,1.149332784,1.116689911,1.135797363,1.060161113
Liechtenstein,列支敦士登,LIE,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,斯里兰卡,LKA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299159891,1.528397416,1.567328887,1.536827128,1.507306876,3.292073609,3.09476608,3.07054496,2.823523158,2.776714268,2.600611808,2.650579403,3.086774941,2.988773675,2.939902609,2.441356481,2.583751141,2.56906782,2.556145496,2.665844568,2.69637196,2.691135128,2.729738513,2.627250297,2.644310489,3.140583012,3.596494102,3.711173313
Low and middle income countries,中低等收入国家,LMC,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776112418,0.770393574,0.751232329,0.726762391,0.672447714,0.963002507,0.953797105,0.938198742,0.921177145,0.897382569,0.889023878,0.880525915,0.871299073,0.859405185,0.830957903,0.879208341,0.841348487,0.810337004,0.800215263,0.79527038,0.789487201,0.801936662,0.799548464,0.772937257,0.760972714,0.760729774,0.755833565,0.747172781
Low and middle income countries,中低收入国家,LMY,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960648691,0.877551386,0.910373072,0.851406381,0.813599662,1.127789922,1.115077176,1.083057123,1.067454094,1.036588687,1.026269894,0.969568155,0.955808105,0.938998648,0.901662522,0.918316094,0.926694207,0.855630567,0.856681172,0.868681437,0.867617726,0.858821591,0.845601619,0.801602708,0.799070447,0.794981186,0.788094438,0.77763915
Lesotho,莱索托,LSO,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287249016,0.278551532,0.269990064,0.261541157,0.253483497,0.245865465,0.239594989,0.233777315,0.228605654,0.224321372,0.222814413,0.222400142,0.223043767,0.224286405,0.225588758,0.226622732,0.227778758,0.228263859,0.228220621,0.22791789,0.227496863,0.227421326,0.227005995,0.226160685,0.22309054,0.219646501,0.216716186,0.213531719
Late demographic dividend,後期人口紅利,LTE,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901371944,0.867962156,0.956081048,0.872270846,0.834297643,1.111254544,1.061879288,1.017530332,1.012111756,0.972978436,0.960340518,0.93911679,0.915746807,0.903030878,0.892776303,0.889337973,0.868166137,0.801347204,0.794911372,0.80444802,0.798638557,0.790825883,0.791190665,0.780258141,0.780540702,0.786993743,0.78359401,0.780879768
Lithuania,立陶宛,LTU,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559978138,0.562686988,0.566613329,0.507887087,0.569701545,0.583150942,0.878784973,0.935971492,0.986692138,1.046289808,1.679114461,1.621273965,1.7564715,1.866671988,1.587496875,1.587956935,1.586883876,1.657875896,1.67838678,1.561625348,1.573079126,1.490019584,1.849888939,1.926805862,2.000859729,2.314331087
Luxembourg,卢森堡,LUX,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624984375,0.603890261,0.588062335,0.58827682,0.582628353,0.835217544,0.817336883,0.782378084,0.770629933,0.77031005,0.741741503,0.79336535,0.769530689,0.769151882,0.750752242,0.728952228,0.709323,0.700158832,0.731337731,0.64523838,0.635563832,0.620329555,0.591704383,0.573725645,0.551616309,0.530503979,0.530836279,0.686268791
Latvia,拉脱维亚,LVA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399280975,0.407336953,0.498150202,0.952529472,1.046156777,0.691189383,0.756595148,0.842996572,0.779736394,0.91671212,0.780128425,0.738448074,0.455215034,0.457126975,1.518313993,1.496452527,0.434597432,0.519164818,0.432768069,0.516094429,0.509361313,0.519314388,0.526473382,0.524971749,0.526358048,0.597161096
Macao special administrative region of China,中国澳门特别行政区,MAC,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Martin (French),圣马丁（法属）,MAF,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,摩洛哥,MAR,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.582050617,2.522969372,2.445981747,2.378052551,2.338988247,2.751978064,2.696393722,2.642082915,2.58720021,2.519985398,2.484083788,2.497014472,2.460789965,2.393209,2.376758421,2.352303899,2.279907803,2.244382407,2.214353167,2.17185045,2.133966196,2.097655507,2.090931889,2.074314293,2.077131375,2.081662308,2.088218835,2.09698755
Monaco,摩纳哥,MCO,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,摩尔多瓦,MDA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672024946,0.968935915,0.793261603,1.102567613,1.094212403,1.034411568,1.024868487,0.988850273,0.904689236,0.812002517,0.740079272,0.71558538,0.621698951,0.705207179,0.57897845,0.669334087,0.612532101,0.610732239,0.623158648,0.614288103,0.636462484,0.624718877,0.626902954,0.571997864,0.589792604,0.553204
Madagascar,马达加斯加,MDG,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384671183,0.373340568,0.362056793,0.350822328,0.339710893,0.446297702,0.432796236,0.419406544,0.406227684,0.393329084,0.380731868,0.279803329,0.270915593,0.2623733,0.24696762,0.250487597,0,0.231697503,0.223043925,0.210848054,0.203043185,0.197115704,0.191382252,0.186016486,0.181035402,0.176496082,0.17101936,0.168839983
The maldives,马尔代夫,MDV,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.219756434,5.881937746,5.536240229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East and north Africa,中东与北非地区,MEA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.554651702,4.204691097,3.962762866,3.835368494,3.643933138,4.541717709,4.698038336,4.645337438,4.488534724,4.322989465,4.219738515,3.928816623,3.786786266,3.684357466,3.215889807,3.302550146,3.521502244,3.279088785,3.392008798,3.355348234,3.330543739,3.076876819,2.958957764,2.423413374,2.394965339,2.390056874,2.366562438,2.292105543
Mexico,墨西哥,MEX,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586203091,0.568790313,0.547876878,0.5273996,0.515305364,0.544606311,0.533489374,0.508828741,0.498516781,0.503308715,0.529380652,0.512846593,0.500723014,0.494934018,0.472504036,0.462478213,0.614191828,0.612791587,0.642062846,0.684272671,0.672317648,0.654632636,0.635437776,0.618107071,0.633373421,0.621293144,0.611814581,0.603282547
Marshall islands,马绍尔群岛,MHL,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle-income country,中等收入国家,MIC,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879609819,0.802465771,0.852390832,0.795815599,0.763944416,1.054508768,1.042563154,1.010526864,0.998909257,0.960415444,0.949391576,0.913763211,0.89848566,0.885400486,0.849747632,0.871239396,0.865953467,0.808474177,0.809949083,0.814363865,0.810369678,0.809682852,0.805134896,0.760876305,0.761962983,0.76028008,0.749839062,0.745974815
Macedonia,北马其顿,MKD,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226796674,1.227411034,1.230053151,2.201711185,2.189688159,2.796806511,3.346097173,2.847763415,2.808820893,3.066920199,2.320239719,2.3427864,1.934892022,2.143231,2.126571284,2.09280834,2.055160508,0.854114108,0.845988797,0.843801749,0.845687417,0.833903167,0.829919425,1.625077868,1.638863763,1.672073036
